# Command file for Castanea
# Generated on Rstudio by user vandermeersch, on the 2023-04-11

# The filenames below are relative to the folder containing this command file
castaneaFileName	=	CastaneaSpecies_08_2021.txt
inventoryFileName	=	C:/Users/vandermeersch/Documents/CEFE/phd/castanea/run/inventory.txt

climateBaseName	=	D:/climate/ERA5-Land/castanea_format/
climateExtension	=	.txt
simulationName	=	ind1_


#	siteId	gridName	latitude	longitude	soilHeight	stone	wfc	wilt	bulk	SOLCLAYtop	SOLCLAYsol	SOLFINtop	SOLFINsol	SOLSANDtop	SOLSANDsol	numberOfYears
1	73841	46.4	27.6	200	0.083	0.324	0.193	1.475	0.288	0.303	0.732	0.721	0.268	0.279	30
2	73842	46.4	27.7	200	0.073	0.327	0.2	1.467	0.293	0.307	0.746	0.738	0.254	0.262	30
3	73843	46.4	27.8	200	0.052	0.325	0.202	1.468	0.297	0.31	0.754	0.746	0.245	0.253	30
4	73844	46.4	27.9	200	0.058	0.33	0.205	1.467	0.292	0.305	0.757	0.749	0.243	0.251	30
5	73845	46.4	28	199.996456379148	0.063	0.337	0.212	1.456	0.314	0.328	0.792	0.789	0.208	0.211	30
6	73846	46.4	28.1	199.999881867197	0.059	0.343	0.216	1.452	0.329	0.341	0.819	0.816	0.181	0.183	30
7	73847	46.4	28.2	200	0.032	0.33	0.205	1.463	0.302	0.314	0.756	0.747	0.243	0.253	30
8	73848	46.4	28.3	199.999977660391	0.047	0.322	0.199	1.459	0.288	0.298	0.735	0.727	0.265	0.273	30
9	73849	46.4	28.4	199.998014814399	0.06	0.333	0.207	1.456	0.298	0.308	0.753	0.745	0.247	0.255	30
10	73850	46.4	28.5	199.999449945918	0.06	0.344	0.216	1.443	0.314	0.325	0.79	0.784	0.21	0.216	30
11	73851	46.4	28.6	199.998607633175	0.062	0.346	0.218	1.438	0.332	0.342	0.816	0.811	0.184	0.189	30
12	73852	46.4	28.7	199.999980250802	0.067	0.346	0.219	1.442	0.328	0.339	0.812	0.807	0.188	0.193	30
13	73853	46.4	28.8	199.99981858505	0.071	0.35	0.221	1.443	0.331	0.34	0.81	0.805	0.19	0.195	30
14	73854	46.4	28.9	200	0.065	0.342	0.219	1.447	0.324	0.332	0.804	0.8	0.196	0.201	30
15	73855	46.4	29	199.999967131298	0.067	0.339	0.216	1.451	0.325	0.335	0.813	0.809	0.187	0.191	30
16	73856	46.4	29.1	199.999831704554	0.074	0.345	0.218	1.442	0.338	0.347	0.839	0.834	0.161	0.166	30
17	73857	46.4	29.2	200	0.07	0.343	0.216	1.443	0.335	0.344	0.828	0.824	0.173	0.176	30
18	73858	46.4	29.3	199.998751570127	0.058	0.342	0.214	1.447	0.329	0.337	0.815	0.81	0.186	0.19	30
19	73859	46.4	29.4	199.995688434988	0.056	0.346	0.217	1.448	0.345	0.353	0.842	0.837	0.158	0.163	30
20	73860	46.4	29.5	199.999703421211	0.061	0.342	0.214	1.448	0.323	0.332	0.812	0.807	0.189	0.193	30
21	73861	46.4	29.6	199.999422142754	0.057	0.338	0.21	1.452	0.317	0.328	0.806	0.801	0.194	0.198	30
22	73862	46.4	29.7	199.99861120753	0.054	0.337	0.209	1.453	0.317	0.325	0.802	0.796	0.198	0.204	30
23	73863	46.4	29.8	200	0.048	0.336	0.208	1.458	0.309	0.317	0.782	0.776	0.218	0.223	30
24	73864	46.4	29.9	200	0.044	0.336	0.204	1.456	0.305	0.312	0.766	0.758	0.234	0.242	30
25	73865	46.4	30	199.999122660879	0.043	0.333	0.195	1.446	0.297	0.301	0.738	0.726	0.262	0.274	30
26	73866	46.4	30.1	199.998175845631	0.046	0.339	0.176	1.42	0.282	0.277	0.709	0.688	0.291	0.312	30
27	73867	46.4	30.3	199.939963519841	0.046	0.337	0.181	1.443	0.291	0.292	0.719	0.708	0.281	0.292	30
28	73868	46.4	30.4	199.998681242897	0.037	0.337	0.199	1.467	0.307	0.317	0.757	0.756	0.243	0.244	30
29	73869	46.4	30.5	200	0.033	0.339	0.201	1.467	0.305	0.316	0.756	0.754	0.244	0.246	30
30	73870	46.4	30.6	200	0.037	0.333	0.201	1.471	0.301	0.31	0.736	0.73	0.263	0.269	30
31	73871	46.4	30.7	199.998774203097	0.056	0.318	0.19	1.481	0.289	0.298	0.694	0.685	0.306	0.315	30
32	73872	46.4	32.1	199.999108353553	0.038	0.325	0.174	1.48	0.275	0.278	0.67	0.658	0.33	0.342	30
33	73873	46.4	32.2	199.990711556168	0.031	0.326	0.178	1.483	0.282	0.285	0.681	0.67	0.319	0.331	30
34	73874	46.4	32.3	199.959961620643	0.036	0.316	0.174	1.489	0.272	0.278	0.655	0.646	0.345	0.354	30
35	73875	46.4	32.4	199.994787265384	0.028	0.304	0.169	1.498	0.25	0.256	0.615	0.606	0.385	0.394	30
36	73876	46.4	32.5	200	0.024	0.295	0.163	1.502	0.247	0.255	0.598	0.589	0.402	0.411	30
37	73877	46.4	32.6	200	0.026	0.292	0.16	1.512	0.247	0.253	0.598	0.591	0.402	0.409	30
38	73878	46.4	32.7	200	0.022	0.279	0.152	1.517	0.242	0.248	0.583	0.576	0.417	0.424	30
39	73879	46.4	32.8	200	0.029	0.287	0.157	1.512	0.243	0.252	0.573	0.566	0.427	0.434	30
40	73880	46.4	32.9	199.998655942482	0.023	0.297	0.162	1.507	0.245	0.25	0.577	0.568	0.423	0.432	30
41	73881	46.4	33	200	0.017	0.289	0.159	1.511	0.241	0.248	0.576	0.569	0.423	0.431	30
42	73882	46.4	33.1	200	0.014	0.315	0.188	1.493	0.293	0.301	0.703	0.696	0.297	0.304	30
43	73883	46.4	33.2	200	0.013	0.32	0.198	1.5	0.304	0.308	0.73	0.722	0.271	0.278	30
44	73884	46.4	33.3	200	0.013	0.32	0.198	1.506	0.304	0.31	0.722	0.717	0.278	0.283	30
45	73885	46.4	33.4	200	0.012	0.333	0.213	1.499	0.33	0.336	0.753	0.75	0.247	0.25	30
46	73886	46.4	33.5	200	0.011	0.339	0.217	1.496	0.339	0.346	0.769	0.765	0.23	0.234	30
47	73887	46.4	33.6	200	0.01	0.341	0.215	1.49	0.338	0.348	0.778	0.774	0.222	0.226	30
